,ZipCode,Address,LandUse,OwnerType,LotArea,BldgArea,NumBldgs,UnitsRes,UnitsTotal,LotFront,BldgFront,AssessLand,AssessTot,YearBuilt,YearAlter,IfAlter,ResidFAR,CommFAR,FacilFAR,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_10,LandUse_11,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Population,PopDensity,MedIncome,AvgIncome,PerCapitaIncome,HighIncomeHouse,NumofHouses,NumofCondos,EduRate,UnemployedRate,MarriedRate,DivorcedRate,LandUseStr,Zone
33082,10026,138 WEST 112 STREET,2,P,2523,9530,1,11,11,25,25,72000,283950,1910,1990,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33083,10026,140 WEST 112 STREET,2,P,2523,9530,1,11,11,25,25,49500,325350,1900,1990,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33084,10026,1837 ADAM C POWELL BLVD,5,P,2800,12365,1,0,1,28,28,220500,448650,1915,1985,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Cml. & Office,Central Harlem
33088,10026,111 WEST 111 STREET,1,P,1514,3612,1,2,2,15,15,10359,36688,1900,2004,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33091,10026,139 WEST 112 STREET,2,P,4087,14910,2,20,20,40.5,20,156150,402750,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33092,10026,135 WEST 112 STREET,2,P,3482,12330,1,15,15,34.5,34,78300,258750,1900,2002,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33093,10026,133 WEST 112 STREET,2,P,3028,10640,1,10,10,30,30,20161,296595,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33094,10026,131 WEST 112 STREET,2,P,3028,10740,1,10,10,30,30,93387,253191,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33096,10026,125 WEST 112 STREET,2,P,3028,10740,1,16,16,30,30,22950,323550,1900,2002,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33097,10026,45 ST NICHOLAS AVENUE,4,C,3681,16673,1,12,17,33.92,33,90000,864000,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33098,10026,47 ST NICHOLAS AVENUE,2,P,3865,14835,1,20,20,42.25,42,225000,483300,1920,1971,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33099,10026,49 ST NICHOLAS AVENUE,2,P,3609,11495,1,20,20,42.25,42,180000,505800,1900,1971,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33100,10026,40 ST NICHOLAS AVENUE,4,P,11316,45956,1,51,54,131.25,116,247500,1825650,1915,1987,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33101,10026,45 LENOX AVENUE,3,P,15142,65681,2,60,60,151.42,92,315000,4483800,1920,1984,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33102,10026,55 LENOX AVENUE,4,P,1691,7485,1,4,5,25.21,25,37314,50662,1910,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33103,10026,57 LENOX AVENUE,2,P,1891,8670,1,9,10,25.21,25,129870,181515,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33104,10026,104 WEST 113 STREET,2,P,1260,4640,1,4,4,25,25,15257,28958,1910,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33105,10026,106 WEST 113 STREET,3,P,8074,30750,3,29,29,80,80,157500,814050,1900,1999,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33106,10026,112 WEST 113 STREET,2,P,1800,7085,1,5,5,20,20,75396,147860,1910,2001,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33107,10026,52 ST NICHOLAS AVENUE,3,P,6102,24355,1,30,30,105.71,105,180000,699300,1925,1986,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33109,10026,55 ST NICHOLAS AVENUE,4,P,3590,14585,1,9,10,55.15,55,221952,266934,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33110,10026,132 WEST 113 STREET,2,P,1917,7065,1,6,6,19,19,139447,194340,1910,2005,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33111,10026,134 WEST 113 STREET,2,P,2725,10201,1,11,11,27,27,90000,648900,1910,1997,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33112,10026,136 WEST 113 STREET,2,P,5450,19740,2,40,40,54,27,90000,370800,1900,1959,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33113,10026,140 WEST 113 STREET,2,P,3482,12880,1,11,11,34.5,34,90000,490050,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33114,10026,142 WEST 113 STREET,2,P,2044,8400,1,11,11,20.25,20,90000,348300,1910,2002,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33118,10026,1855 ADAM C POWELL BLVD,3,P,10092,47534,1,24,24,100.92,93,180000,1505250,1915,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33119,10026,143 WEST 113 STREET,2,P,2523,9235,1,10,10,25,25,96256,296595,1900,1990,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33120,10026,141 WEST 113 STREET,2,P,2523,9285,1,10,10,25,25,97697,296595,1900,1990,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33122,10026,133 WEST 113 STREET,3,P,9531,57516,1,48,52,125.42,125,171450,733950,1904,2002,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33123,10026,60 ST NICHOLAS AVENUE,4,P,11425,65048,1,53,54,118.42,104,270000,711450,1915,1994,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33124,10026,115 WEST 113 STREET,2,P,2523,9765,1,10,10,25,25,94501,270000,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33125,10026,113 WEST 113 STREET,2,P,2523,9765,1,10,10,25,25,94725,274453,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33126,10026,109 WEST 113 STREET,2,P,2523,9765,1,10,10,25,25,103232,288100,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33127,10026,107 WEST 113 STREET,2,P,2523,9765,1,10,10,25,25,100975,288100,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33128,10026,105 WEST 113 STREET,2,P,2523,9765,1,10,10,25,25,97144,296595,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33129,10026,65 LENOX AVENUE,4,P,2500,9600,1,11,13,25,25,54000,356850,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33130,10026,67 LENOX AVENUE,4,P,2523,9600,1,18,20,25,25,74250,315900,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33131,10026,71 LENOX AVENUE,2,P,1897,7664,1,11,11,25.29,25,45000,320850,1900,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33132,10026,73 LENOX AVENUE,5,P,3781,9981,1,0,1,50.42,50,49500,384300,1915,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Cml. & Office,Central Harlem
33133,10026,77 LENOX AVENUE,4,C,1891,8560,1,9,10,25.21,25,204135,245580,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33134,10026,102 WEST 114 STREET,2,P,2018,7765,1,6,6,20,20,56181,263450,1910,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33135,10026,104 WEST 114 STREET,2,P,2649,9715,1,11,11,26.25,26,49500,172800,1900,1991,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33136,10026,106 WEST 114 STREET,2,P,2649,9715,1,12,12,26.25,26,72000,238950,1900,1991,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33137,10026,108 WEST 114 STREET,2,P,2649,9715,1,15,15,26.25,26,162000,464400,1900,1964,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33138,10026,110 WEST 114 STREET,2,P,2649,9715,1,20,20,26.25,26,159750,508500,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33139,10026,112 WEST 114 STREET,2,P,7973,31020,1,31,31,79,27,225000,724050,1900,1991,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33140,10026,118 WEST 114 STREET,2,P,2624,9965,1,10,10,26,26,15320,28958,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33141,10026,120 WEST 114 STREET,2,P,2018,7365,1,10,10,20,20,47057,160000,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33142,10026,67 ST NICHOLAS AVENUE,3,P,6205,31752,1,26,28,59.21,59,135000,827100,1904,1989,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33143,10026,124 WEST 114 STREET,4,P,4642,27141,1,26,27,76.5,72,450000,1206000,1920,1988,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33144,10026,1871 ADAM C POWELL BLVD,3,P,5046,31220,1,35,35,50.46,50,405000,1558350,1925,1988,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33145,10026,1867 ADAM C POWELL BLVD,3,P,5046,26059,1,34,34,50.46,50,180000,376650,1925,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33149,10026,1881 ADAM C POWELL BLVD,8,P,6262,11607,1,0,1,50.42,50,141300,561600,1925,1989,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Public Facility,Central Harlem
33150,10026,1885 ADAM C POWELL BLVD,3,P,9625,50760,2,32,35,151.42,100,225000,2239200,1900,1985,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33152,10026,80 ST NICHOLAS AVENUE,3,P,5531,33873,1,48,48,59.75,59,180000,927000,1921,1997,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33153,10026,89 LENOX AVENUE,3,P,50710,154962,1,161,161,201.83,106,1247000,9046400,1981,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33157,10026,92 ST NICHOLAS AVENUE,3,P,11196,64869,1,56,56,118.42,114,270000,1210050,1926,1986,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33159,10026,100 ST NICHOLAS AVENUE,3,P,8551,49951,1,32,37,118.54,118,247500,661500,1921,1963,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33160,10026,141 WEST 115 STREET,8,X,6055,6656,1,0,1,60,60,69750,150300,1920,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Public Facility,Central Harlem
33161,10026,135 WEST 115 STREET,3,P,4037,18530,1,21,21,40,40,135000,553050,1920,1988,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33162,10026,127 WEST 115 STREET,8,P,6358,14000,1,0,1,63,63,210600,1225800,1996,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Public Facility,Central Harlem
33163,10026,123 WEST 115 STREET,2,P,3734,12500,1,32,32,37,37,158850,488700,1900,1994,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33164,10026,121 WEST 115 STREET,8,P,10092,34884,1,0,1,100,100,315000,2767050,1999,1999,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Public Facility,Central Harlem
33168,10026,103 LENOX AVENUE,4,P,10092,45786,1,31,37,100.92,100,405000,1063350,1920,1980,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33169,10026,111 LENOX AVENUE,4,P,1700,6120,1,8,9,20,20,80703,101362,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33170,10026,113 LENOX AVENUE,8,P,1700,5100,1,0,1,20,0,106200,268200,2008,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Public Facility,Central Harlem
33171,10026,119 LENOX AVENUE,8,P,7197,75600,1,0,7,60.92,60,200700,1333800,1960,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Public Facility,Central Harlem
33172,10026,110 WEST 116 STREET,4,P,2018,6350,1,4,5,20,20,127065,288220,1900,1989,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33173,10026,112 WEST 116 STREET,4,P,4037,13800,1,16,18,40,20,100800,1092150,1910,2003,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33174,10026,116 WEST 116 STREET,4,P,5046,44193,1,21,22,50,49.2,170100,3788550,2007,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33175,10026,120 WEST 116 STREET,4,P,10092,43578,1,38,42,100,100,360000,1340100,1920,1990,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33176,10026,128 WEST 116 STREET,4,C,3280,12591,1,10,12,32.5,32,114300,565200,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33177,10026,130 WEST 116 STREET,4,P,3229,11887,1,8,10,32,32,20387,122788,1910,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33178,10026,132 WEST 116 STREET,8,X,15844,45200,1,0,1,32,32,422550,3623400,1966,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Public Facility,Central Harlem
33179,10026,164 WEST 116 STREET,3,P,18216,76300,1,89,89,180.5,120,405000,3323250,1983,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33180,10026,1917 ADAM C POWELL BLVD,4,P,6405,37657,1,31,39,69.58,66,270000,2071800,1921,1986,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33181,10026,110 ST NICHOLAS AVENUE,4,P,2595,9624,1,9,11,40.85,40,56700,591750,1900,1989,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
