,ZipCode,Address,LandUse,OwnerType,LotArea,BldgArea,NumBldgs,UnitsRes,UnitsTotal,LotFront,BldgFront,AssessLand,AssessTot,YearBuilt,YearAlter,IfAlter,ResidFAR,CommFAR,FacilFAR,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_10,LandUse_11,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Population,PopDensity,MedIncome,AvgIncome,PerCapitaIncome,HighIncomeHouse,NumofHouses,NumofCondos,EduRate,UnemployedRate,MarriedRate,DivorcedRate,LandUseStr,Zone
136,10004,26 BROADWAY,5,P,46055,860889,1,0,117,277.58,277.58,12465000,49352400,1923,1925,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
137,10004,32 BROADWAY,5,P,9372,143000,1,0,0,53.25,53.25,3375000,8215650,1900,1966,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
138,10004,42 BROADWAY,5,P,21490,389927,1,0,0,116.25,116.25,8370000,28062000,1904,1970,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
139,10004,50 BROADWAY,5,P,13323,300676,1,0,1,81.75,81.75,5985000,24977250,1927,2003,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
140,10004,52 BROADWAY,5,P,18640,345540,1,0,5,124.87,125,8370000,43392150,1897,2003,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
141,10004,80 BROADWAY,5,P,42178,1165659,1,0,1,362.33,362.33,26055000,99039150,1930,2008,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
142,10005,2 BROAD STREET,5,P,31350,240279,2,0,1,195.92,195.92,14625000,24021450,1904,2006,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
143,10005,20 BROAD STREET,5,P,19975,466820,1,0,1,121.5,121.5,12780000,65694150,1956,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
144,10004,60 BROAD STREET,5,P,44757,974958,1,0,0,214.08,214.08,20160000,103000000,1961,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
145,10004,44 NEW STREET,5,P,2268,15995,1,0,4,49.75,50,265050,1297350,1983,1988,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
146,10004,30 BROAD STREET,5,P,13220,370000,1,0,0,88.08,88.08,9945000,33463350,1932,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
147,10004,50 BROAD STREET,5,P,13971,205940,1,0,63,80.33,80,3600000,13143600,1913,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
149,10004,55 BROAD STREET,5,P,23132,406025,1,0,6,130.75,131,10530000,27798300,1968,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
152,10004,25 BROAD STREET,3,P,24572,518034,1,308,311,106.67,107,5510700,47382750,1900,1996,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Multi Faml. w Elevator,L Manhattan
153,10005,40 EXCHANGE PLACE,5,P,14970,237000,1,0,0,107,107,2902500,11771550,1902,1985,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
158,10005,63 WALL STREET,3,P,17623,400531,1,476,482,112.5,112.5,11880000,41176350,1929,2004,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Multi Faml. w Elevator,L Manhattan
162,10004,3 HANOVER SQUARE,3,P,11934,239121,1,202,211,116,116,3672000,18546750,1926,1978,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Multi Faml. w Elevator,L Manhattan
163,10004,5 HANOVER SQUARE,5,P,12919,292466,1,0,19,119.75,118,5040000,25876800,1962,1984,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
171,10004,79 PEARL STREET,4,P,2025,7875,1,2,3,21.25,21,239850,864000,1920,2013,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Resi. & Cml.,L Manhattan
175,10004,58 STONE STREET,4,P,2399,12000,1,0,3,38,38,477000,1641150,1920,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Resi. & Cml.,L Manhattan
176,10004,1 WILLIAM STREET,5,P,8409,105000,1,0,4,92.08,92,3312000,6794100,1907,1983,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
177,10004,9 SOUTH WILLIAM STREET,5,P,3234,24238,1,0,2,42.83,42,1629000,4857750,1920,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
178,10004,13 SOUTH WILLIAM STREET,5,P,1443,3469,1,0,2,16.25,16,171450,866700,1903,2008,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
180,10004,17 SOUTH WILLIAM STREET,4,P,1738,8690,1,4,6,17.83,18,208667,985608,1900,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Resi. & Cml.,L Manhattan
181,10004,19 SOUTH WILLIAM STREET,4,P,1824,10944,1,3,4,18.33,18.33,78581,941010,1900,2012,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Resi. & Cml.,L Manhattan
182,10004,75 BROAD STREET,5,P,26068,661283,1,0,1,230.33,230.33,11745000,68207400,1928,2004,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
183,10004,44 BEAVER STREET,5,C,9010,97596,1,0,0,98.75,98.75,2812500,7249050,1920,1984,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
193,10004,7 HANOVER SQUARE,5,P,35496,782883,1,0,14,146.42,128,23400000,75163950,1983,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
197,10005,10 HANOVER SQUARE,4,P,24400,487404,1,493,497,138.83,136,11070000,59089050,1972,2005,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Resi. & Cml.,L Manhattan
198,10005,126 PEARL STREET,4,P,1867,6800,1,0,1,25.83,26,297000,874800,1920,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Resi. & Cml.,L Manhattan
201,10004,55 WATER STREET,5,P,160692,3583167,1,0,52,415,382,65250002,311782509,1973,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3089,5516,119691,177262,90205,0.28,2082,1087,0.99,0.061,0.411,0.053,Cml. & Office,L Manhattan
202,10005,77 WATER STREET,5,P,25779,541568,1,0,12,214.83,171,14220000,69432300,1969,2008,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
203,10005,95 WALL STREET,3,P,22957,473460,1,507,510,55,54,21015000,64362150,1969,2007,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Multi Faml. w Elevator,L Manhattan
205,10005,100 OLD SLIP,8,M,11346,19568,1,0,1,360,162,1264500,1839150,1920,1986,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Public Facility,L Manhattan
206,10005,77 FRONT STREET,5,P,42176,973587,1,0,6,216,190,29565000,114000000,1987,2008,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
207,10005,111 WALL STREET,5,P,48741,990250,1,0,2,216,215,37575000,74371050,1968,2008,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
209,10005,1 PIER 11,7,C,199625,199625,1,0,1,328.42,14,5419350,6314850,1900,1989,1,10,3.4,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Transp. & Utility,L Manhattan
210,10005,13 SOUTH STREET,7,C,202275,202275,1,0,2,352.25,98,6457950,7717500,1982,0,0,10,3.4,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Transp. & Utility,L Manhattan
211,10005,PIER14 SOUTH STREET,7,C,169425,169425,1,0,1,273.58,50,4769550,6291900,1900,0,0,10,3.4,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Transp. & Utility,L Manhattan
212,10005,120 WALL STREET,5,X,23475,582412,1,0,46,103,0,11047500,41600700,1929,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
213,10005,110 WALL STREET,4,P,17017,260017,1,205,212,118.58,119,6615000,22785455,1965,2015,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Resi. & Cml.,L Manhattan
216,10005,100 WALL STREET,5,P,22399,463664,1,0,64,117.25,108,13770000,39434850,1969,2007,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
217,10005,88 PINE STREET,5,P,27600,566858,1,0,23,251.33,211,16200000,59902200,1973,2007,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
219,10005,80 WALL STREET,5,P,4179,50044,1,0,10,49,48,1161000,3347100,1905,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
220,10005,160 PEARL STREET,5,P,4235,22614,1,0,1,47,47,576000,1776600,1920,1982,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
221,10005,110 MAIDEN LANE,5,P,48946,1075808,1,0,24,255.17,179,25425000,73072800,1961,2007,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
223,10005,122 WATER STREET,2,P,1608,5811,1,6,7,18.5,18.5,95041,849760,1900,2008,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Multi Faml. ,L Manhattan
225,10005,164 PEARL STREET,4,P,10576,90163,1,121,122,174,0,2416499,18481051,1956,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Resi. & Cml.,L Manhattan
226,10005,60 WALL STREET,5,P,53632,1617206,1,0,1,262,296,49950000,204790950,1987,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
227,10005,48 WALL STREET,5,P,12175,281755,1,0,28,99.33,99,5895000,22082400,1928,2000,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
231,10005,56 WILLIAM STREET,8,X,6003,24000,1,0,3,107,108,2601000,3991050,1947,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Public Facility,L Manhattan
232,10005,62 WILLIAM STREET,5,P,4613,42000,1,0,13,32.17,24,895500,1681200,1900,1984,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
237,10005,100 MAIDEN LANE,4,P,17684,290116,1,340,346,147.75,120,6345000,37809000,1930,2005,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Resi. & Cml.,L Manhattan
239,10005,80 MAIDEN LANE,5,P,20684,527605,1,0,52,143.92,143,9000000,37160550,1912,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
240,10005,90 MAIDEN LANE,5,P,6881,33529,1,0,0,59.67,59.67,801000,1998450,1900,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
241,10005,44 WALL STREET,5,P,14213,289049,1,0,0,70.08,70,5760000,19124550,1927,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
242,10005,40 WALL STREET,5,P,34360,1061286,1,0,1,150,150,19980000,73500000,1931,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
243,10005,30 WALL STREET,5,P,11400,108663,1,0,0,86.67,86.67,3154500,10411650,1954,1954,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
245,10005,26 NASSAU STREET,5,P,112555,2224000,1,0,13,207.5,220,66600000,215204850,1963,2007,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
248,10005,100 BROADWAY,5,P,14950,364390,1,0,1,123.17,123.17,5805000,41470650,1922,2003,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
249,10005,14 WALL STREET,5,P,32947,839749,1,0,1,160,160,23400000,74647350,1912,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
251,10005,140 BROADWAY,5,P,52636,1141276,1,0,78,143.9,84,23670000,136000000,1967,1984,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5724,77877,124194,176424,96940,0.274,5254,3590,0.988,0.037,0.327,0.036,Cml. & Office,L Manhattan
252,10006,75 BROADWAY,8,X,98432,15928,1,0,1,391.42,109,45561600,58149450,1900,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Public Facility,L Manhattan
253,10006,111 BROADWAY,5,P,18615,432093,1,0,32,67.67,68,7380000,41372550,1907,2004,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
254,10006,115 BROADWAY,5,P,16620,396607,1,0,33,61,61,4486500,33684750,1907,1989,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
255,10006,2 RECTOR STREET,5,P,17626,400294,1,0,10,118.58,116,6975000,26139150,1907,1983,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
256,10006,68 TRINITY PLACE,5,P,16844,246106,2,0,34,28.25,28.25,4284000,11821500,1915,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
257,10006,78 TRINITY PLACE,5,P,26800,181725,1,0,5,124.58,125,5265000,11368350,1921,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
259,10006,88 TRINITY PLACE,8,P,5882,83362,1,0,2,78.75,78,1539000,6012900,1973,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Public Facility,L Manhattan
260,10006,96 TRINITY PLACE,8,P,10989,102591,1,0,2,102.42,99,4999500,10110600,1958,1961,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Public Facility,L Manhattan
263,10006,104 TRINITY PLACE,5,P,790,1580,1,0,3,60.92,60,156600,841500,1900,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
265,10006,141 GREENWICH STREET,8,C,4381,8008,1,0,1,114.67,112,1017000,1661850,1980,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Public Facility,L Manhattan
266,10006,112 TRINITY PLACE,4,P,2662,13300,1,0,2,52.58,52.58,477000,1033650,1978,2003,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Resi. & Cml.,L Manhattan
270,10006,103 WASHINGTON STREET,4,P,2287,8500,1,6,7,25,25,271800,909450,1986,1986,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Resi. & Cml.,L Manhattan
271,10006,105 WASHINGTON STREET,8,P,4613,23030,1,0,3,50,50,448196,615146,1926,1968,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Public Facility,L Manhattan
274,10006,110 GREENWICH STREET,3,P,6085,57941,1,60,61,52.33,52.33,1098000,5405850,1929,1998,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Multi Faml. w Elevator,L Manhattan
276,10006,106 GREENWICH STREET,4,P,2796,10950,1,16,18,27.33,27,270000,1258200,1900,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Resi. & Cml.,L Manhattan
277,10006,102 GREENWICH STREET,5,P,4664,21489,1,0,1,49.92,50,369000,1910937,1926,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
285,10006,71 WEST STREET,3,P,22437,258071,1,206,207,133.42,133,4036500,18009450,1926,2003,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Multi Faml. w Elevator,L Manhattan
286,10006,80 WEST STREET,5,P,20161,420322,1,0,5,116.92,65,18000000,59645250,1989,2006,1,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
287,10006,40 RECTOR STREET,5,P,30080,400490,1,0,22,176.08,176.08,8100026,28912051,1921,0,0,10,15,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3011,32728,123691,162688,96121,0.32,2155,1583,0.994,0.027,0.313,0.055,Cml. & Office,L Manhattan
