,AssessTot,LotArea,BldgArea,LotFront,BldgFront,ResidFAR,CommFAR,FacilFAR,YearBuilt,IfAlter,Central Harlem,Chelsea and Clinton,East Harlem,Gramercy Park and Murray Hill,Greenwich Village and Soho,Lower Manhattan,Lower East Side,Upper East Side,Upper West Side,Inwood and Washington Heights,LandUse_01,LandUse_02,LandUse_03,LandUse_04,LandUse_05,LandUse_06,LandUse_07,LandUse_08,LandUse_09,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X
16523,450268650.0,74287.0,1800000.0,207.92,80.08,10.0,14.0,14.0,1985.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16525,868950.0,1674.0,4645.0,16.67,16.67,10.0,10.0,10.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16534,50515200.0,15062.0,215879.0,150.0,150.0,10.0,10.0,10.0,1961.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16535,7377750.0,7531.0,47123.0,75.0,75.0,10.0,10.0,10.0,1919.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16544,2641950.0,2510.0,10175.0,25.0,25.0,10.0,10.0,10.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16545,836100.0,2511.0,10750.0,25.0,25.0,10.0,10.0,10.0,1925.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16548,4608000.0,3324.0,3000.0,149.17,60.0,0.0,0.0,0.0,2008.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16554,53632350.0,13983.0,463143.0,139.83,139.0,10.0,10.0,10.0,2001.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16555,11025450.0,8800.0,20022.0,75.0,75.0,10.0,10.0,10.0,1926.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16556,2581200.0,5175.0,20072.0,50.0,50.0,10.0,10.0,10.0,1930.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16561,26261100.0,9550.0,117102.0,101.0,101.0,10.0,10.0,10.0,1927.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16562,585000.0,1686.0,4466.0,22.0,22.0,10.0,10.0,10.0,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16563,900450.0,1754.0,4466.0,22.0,22.0,10.0,10.0,10.0,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16564,2703150.0,5900.0,11218.0,60.83,60.83,10.0,10.0,10.0,1974.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16568,1856700.0,8034.0,7200.0,80.0,83.0,10.0,10.0,10.0,1924.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16572,116770500.0,35275.0,843131.0,202.25,202.08,10.0,14.0,14.0,1987.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16576,4200750.0,4017.0,21273.0,40.0,40.0,10.0,10.0,10.0,1925.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16577,2800350.0,8034.0,57606.0,80.0,80.0,10.0,10.0,10.0,1907.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16583,1848150.0,8156.0,8064.0,78.0,78.0,10.0,10.0,10.0,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16584,477450.0,1485.0,6555.0,18.0,18.0,10.0,10.0,10.0,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16588,102460950.0,22015.0,561139.0,150.42,100.42,10.0,14.0,14.0,1988.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16590,4162500.0,2800.0,8034.0,50.25,50.25,10.0,14.0,14.0,1911.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16591,2798100.0,2025.0,3915.0,25.0,25.0,10.0,14.0,14.0,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16593,1053900.0,2008.0,7550.0,20.0,20.0,10.0,14.0,14.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16595,20139750.0,6025.0,84577.0,60.0,60.0,10.0,14.0,14.0,2012.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16598,3770550.0,1785.0,17811.0,25.5,25.5,10.0,10.0,10.0,1985.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16601,11724750.0,7800.0,95962.0,41.58,41.58,10.0,15.0,15.0,1922.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16602,417500000.0,90400.0,2438059.0,201.0,170.0,10.0,15.0,15.0,1972.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16603,23049900.0,15058.0,215099.0,150.58,151.0,10.0,10.0,10.0,1925.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16607,1069650.0,2209.0,5536.0,22.0,22.0,10.0,10.0,10.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16609,4109850.0,23650.0,23650.0,225.0,20.0,10.0,10.0,10.0,1930.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16611,75278250.0,33266.0,461591.0,200.0,196.0,10.0,15.0,15.0,1963.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16614,2081700.0,4016.0,12776.0,40.0,40.0,10.0,10.0,10.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16616,869850.0,2092.0,5242.0,20.83,20.83,10.0,10.0,10.0,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16619,1094850.0,2568.0,5309.0,40.5,40.0,10.0,10.0,10.0,1991.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16622,153930600.0,23900.0,751856.0,126.17,100.33,10.0,15.0,15.0,1987.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16623,6771600.0,5600.0,22424.0,75.42,75.42,10.0,12.0,12.0,1939.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16624,98630550.0,26525.0,701095.0,126.0,170.42,10.0,15.0,15.0,1969.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16627,7538850.0,4975.0,45743.0,75.83,75.83,10.0,15.0,15.0,1921.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16628,1890000.0,11667.0,13010.0,125.0,125.0,10.0,10.0,10.0,1926.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16630,2364300.0,3300.0,16500.0,48.0,48.0,10.0,15.0,15.0,1925.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16631,78000000.0,30150.0,596559.0,201.92,170.0,10.0,15.0,15.0,1968.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16632,10555650.0,17527.0,96067.0,50.25,50.0,10.0,15.0,15.0,1927.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16637,6515550.0,5910.0,60000.0,50.0,50.0,10.0,10.0,10.0,1926.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16640,1971900.0,5784.0,17690.0,57.5,58.0,10.0,10.0,10.0,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16646,8145450.0,7500.0,78750.0,75.0,75.0,10.0,15.0,15.0,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16652,172704600.0,46442.0,843564.0,91.67,240.0,10.0,10.0,10.0,2008.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16656,427458.0,1178.0,5210.0,18.83,19.0,10.0,10.0,10.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16658,1326600.0,2500.0,4500.0,25.0,25.0,10.0,10.0,10.0,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16664,108794250.0,29500.0,519600.0,207.25,207.0,10.0,15.0,15.0,1950.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16670,1823850.0,2500.0,13104.0,25.0,25.0,10.0,10.0,10.0,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16671,3230550.0,5000.0,18600.0,50.0,50.0,10.0,10.0,10.0,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16673,461097.0,1414.0,5800.0,18.75,19.0,10.0,10.0,10.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16680,186197400.0,32425.0,866359.0,100.42,186.17,10.0,15.0,15.0,1970.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16681,32152050.0,11350.0,124782.0,100.42,98.0,10.0,15.0,15.0,1917.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16686,12917700.0,5057.0,112100.0,54.25,54.25,10.0,15.0,15.0,1927.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16689,7841700.0,15062.0,33497.0,75.0,75.0,10.0,15.0,15.0,1875.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16690,15816600.0,17572.0,167076.0,100.42,92.0,10.0,15.0,15.0,1900.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16692,13384800.0,7532.0,76883.0,75.0,75.0,10.0,4.0,10.0,1986.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16693,7740000.0,11055.0,348263.0,110.0,0.0,10.0,4.0,10.0,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16699,6440850.0,4624.0,57670.0,41.0,76.25,10.0,15.0,15.0,1962.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16700,4072050.0,2510.0,56788.0,25.0,0.0,10.0,4.0,10.0,2014.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16701,4061250.0,2500.0,56788.0,25.0,25.0,10.0,4.0,10.0,2014.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16704,859950.0,2510.0,6450.0,25.0,25.0,10.0,4.0,10.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16705,1373850.0,2510.0,29890.0,25.0,25.0,10.0,4.0,10.0,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16706,874350.0,2510.0,9270.0,25.0,25.0,10.0,4.0,10.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16707,59972850.0,32635.0,564196.0,175.0,164.75,10.0,4.0,10.0,1963.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16708,12993300.0,10050.0,122071.0,100.0,100.0,10.0,0.0,10.0,1968.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16710,8617050.0,7531.0,82835.0,75.0,75.0,10.0,0.0,10.0,1938.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16712,2798100.0,4454.0,13950.0,39.0,36.0,10.0,10.0,10.0,1979.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16714,688950.0,4945.0,9875.0,50.0,50.0,10.0,10.0,10.0,1985.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16715,168883650.0,255000.0,1500000.0,197.5,200.0,10.0,15.0,15.0,1950.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16716,59984550.0,27975.0,552775.0,130.17,153.0,10.0,15.0,15.0,1931.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16717,7562250.0,19113.0,72317.0,96.83,97.0,10.0,10.0,10.0,1951.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16721,1308600.0,2469.0,9045.0,25.0,25.0,10.0,10.0,10.0,1930.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16726,7679264.0,8030.0,107679.0,80.0,80.0,10.0,10.0,10.0,1929.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16727,28111500.0,10459.0,230000.0,100.0,80.0,10.0,10.0,10.0,2003.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16728,576900.0,2500.0,5590.0,25.0,25.0,10.0,10.0,10.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16735,15769800.0,6035.0,12905.0,80.42,80.0,10.0,10.0,10.0,1972.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16737,4882500.0,12552.0,72039.0,100.42,100.0,10.0,10.0,10.0,1928.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16740,835200.0,5020.0,19390.0,50.0,50.0,6.02,6.0,6.5,1930.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16742,3889350.0,17656.0,13947.0,75.0,75.0,10.0,10.0,10.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16750,528378.0,1475.0,4418.0,25.0,25.0,6.02,6.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16752,2830050.0,19087.0,750.0,195.0,30.0,0.0,0.0,0.0,1960.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16756,830700.0,2510.0,7500.0,25.0,25.0,6.02,6.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16757,881550.0,2510.0,9535.0,25.0,25.0,6.02,6.0,6.5,1930.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16758,1020600.0,2510.0,9535.0,25.0,25.0,6.02,6.0,6.5,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16761,3121650.0,6000.0,24000.0,60.0,60.0,10.0,10.0,10.0,1929.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16762,2211750.0,2017.0,7760.0,20.17,20.0,10.0,10.0,10.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16763,1902600.0,2017.0,5503.0,20.17,18.16,10.0,10.0,10.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16765,1719900.0,2512.0,15225.0,25.0,25.0,10.0,10.0,10.0,2010.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
16772,277612.0,2552.0,7575.0,25.42,25.0,6.02,6.0,6.5,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16773,746496.0,2510.0,8940.0,25.0,25.0,6.02,6.0,6.5,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16774,1803600.0,4017.0,10280.0,40.17,40.0,6.02,6.0,6.5,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16784,1561500.0,2510.0,7220.0,25.0,25.0,6.02,6.0,6.5,1932.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
16785,927450.0,2510.0,9647.0,25.0,25.0,6.02,6.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16786,1116000.0,10042.0,16184.0,100.0,100.0,6.02,6.0,6.5,1923.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16787,16286400.0,23525.0,181021.0,200.0,200.0,6.02,6.0,6.5,1931.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16789,4118400.0,10040.0,37461.0,100.42,100.0,10.0,10.0,10.0,1928.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16791,2897100.0,13389.0,39762.0,133.33,133.0,6.02,6.0,6.5,1924.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16792,1856700.0,5021.0,11424.0,50.0,50.0,6.02,6.0,6.5,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16793,201113.0,1757.0,3268.0,17.5,18.0,6.02,6.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16798,1077300.0,2510.0,8850.0,25.0,25.0,6.02,6.0,6.5,1925.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16804,920700.0,2500.0,9190.0,25.0,25.0,6.02,0.0,6.5,1930.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16806,962550.0,2500.0,9090.0,25.0,25.0,6.02,0.0,6.5,1930.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16809,6289650.0,10042.0,42396.0,100.0,100.0,6.02,0.0,6.5,1939.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16812,2353950.0,5452.0,42831.0,54.3,54.3,6.02,0.0,6.5,1900.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16813,3873600.0,12563.0,44466.0,125.08,112.0,6.02,0.0,6.5,1914.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16816,3306150.0,8164.0,29670.0,75.25,25.0,10.0,10.0,10.0,1890.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16817,2216250.0,9225.0,17568.0,91.67,92.0,6.02,0.0,6.5,1922.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
16818,2389050.0,4418.0,24308.0,44.0,44.0,6.02,0.0,6.5,1928.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16821,1912950.0,4017.0,7316.0,40.0,40.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16824,387318.0,4020.0,4133.0,40.0,20.0,6.02,0.0,6.5,1900.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16826,369750.0,2010.0,5573.0,20.0,20.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16827,787050.0,2010.0,6528.0,20.0,20.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16828,3399300.0,3575.0,18580.0,35.5,36.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16834,433485.0,1674.0,6838.0,16.67,17.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16840,638100.0,1682.0,2752.0,16.67,17.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16841,338118.0,1682.0,2973.0,16.67,17.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16842,269557.0,1116.0,3480.0,18.5,19.0,6.02,0.0,6.5,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16844,542659.0,1260.0,4240.0,20.0,20.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16847,569104.0,1883.0,7995.0,26.75,27.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16848,556610.0,1958.0,8010.0,25.08,25.0,6.02,0.0,6.5,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16850,368436.0,1667.0,2694.0,16.5,17.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16852,165888.0,1657.0,3712.0,16.5,16.5,6.02,0.0,6.5,1899.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16856,876600.0,1968.0,3827.0,19.5,20.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16868,491850.0,2000.0,5500.0,25.0,25.0,10.0,10.0,10.0,1925.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16871,762300.0,2510.0,9645.0,25.0,25.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16873,307464.0,3013.0,9365.0,30.0,30.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16874,337539.0,1808.0,7330.0,18.0,18.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16877,1171350.0,2812.0,11275.0,28.0,28.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16878,260000.0,2008.0,5840.0,20.0,20.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16886,2867400.0,6271.0,22328.0,75.0,25.0,6.02,0.0,6.5,1900.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16896,396450.0,1968.0,4043.0,19.5,20.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16897,485707.0,1958.0,4832.0,19.5,20.0,6.02,0.0,6.5,1915.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16903,836550.0,2710.0,10735.0,27.0,27.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16904,263541.0,2044.0,8165.0,21.0,21.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16906,480483.0,2510.0,5272.0,25.0,25.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16907,832950.0,2510.0,8179.0,25.0,25.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16909,8134650.0,30125.0,80617.0,150.0,150.0,6.02,0.0,6.5,1925.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
16910,907200.0,2510.0,9975.0,25.0,25.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16912,777600.0,2510.0,9975.0,25.0,25.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
16913,5652900.0,10042.0,21000.0,50.0,0.0,6.02,0.0,6.5,2001.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
