,AssessTot,LotArea,BldgArea,LotFront,BldgFront,ResidFAR,CommFAR,FacilFAR,YearBuilt,IfAlter,Central Harlem,Chelsea and Clinton,East Harlem,Gramercy Park and Murray Hill,Greenwich Village and Soho,Lower Manhattan,Lower East Side,Upper East Side,Upper West Side,Inwood and Washington Heights,LandUse_01,LandUse_02,LandUse_03,LandUse_04,LandUse_05,LandUse_06,LandUse_07,LandUse_08,LandUse_09,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X
17810,2955150.0,25104.0,1958.0,200.83,40.0,6.02,0.0,6.5,1980.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17811,874350.0,7213.0,29750.0,100.0,100.0,6.02,0.0,6.5,1905.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17814,25295400.0,20084.0,133274.0,100.0,100.0,6.02,0.0,6.5,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17819,2056500.0,13807.0,48681.0,137.5,49.83,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17822,1395900.0,2510.0,9750.0,25.08,25.0,6.02,0.0,6.5,1915.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17831,184047.0,2510.0,7711.0,25.0,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17832,2427300.0,12552.0,46245.0,125.0,125.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17836,11360700.0,12552.0,130400.0,125.0,0.0,6.02,0.0,6.5,1930.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17837,9077850.0,33648.0,70931.0,217.8,140.0,6.02,0.0,6.5,1999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17838,84000000.0,65270.0,530130.0,200.83,200.0,0.0,5.0,0.0,1917.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17839,1028250.0,5021.0,12500.0,50.0,50.0,6.02,0.0,6.5,1887.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17840,718650.0,2510.0,11353.0,25.0,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17841,1111500.0,2500.0,9855.0,24.92,25.0,6.02,0.0,6.5,1901.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17843,891900.0,2510.0,12330.0,25.08,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17844,803700.0,2510.0,6850.0,25.08,25.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17847,394378.0,1907.0,7858.0,25.42,25.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17853,2017350.0,5021.0,22500.0,50.0,50.0,6.02,0.0,6.5,1999.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17854,742500.0,2510.0,9925.0,25.0,25.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17855,1026000.0,2510.0,8925.0,25.0,25.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17856,875250.0,2510.0,8935.0,25.0,25.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17862,1865250.0,10042.0,20084.0,100.0,100.0,6.02,0.0,6.5,1946.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17863,1418400.0,5020.0,7575.0,50.0,50.0,6.02,0.0,6.5,1946.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17864,5850900.0,10042.0,52850.0,100.0,100.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17865,1952100.0,5021.0,21101.0,50.0,50.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17866,492750.0,2510.0,5000.0,25.0,25.0,6.02,0.0,6.5,1946.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17868,1964700.0,2510.0,10675.0,25.0,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17875,339750.0,2508.0,9725.0,25.08,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17878,219616.0,2510.0,8750.0,25.0,25.0,6.02,0.0,6.5,1900.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17881,14036400.0,10042.0,61700.0,100.0,100.0,6.02,0.0,6.5,2010.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17889,3460050.0,7531.0,42140.0,75.0,75.0,6.02,0.0,6.5,1940.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17894,1510650.0,2510.0,12614.0,25.0,25.0,6.02,0.0,6.5,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17897,432900.0,2510.0,9730.0,25.0,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17900,11005200.0,24619.0,131272.0,331.67,245.17,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17905,519300.0,2475.0,4000.0,25.0,25.0,6.02,0.0,6.5,1950.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17912,728550.0,2502.0,7825.0,24.92,25.0,6.02,0.0,6.5,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17913,5813100.0,7682.0,49870.0,76.5,76.5,6.02,0.0,6.5,1986.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17914,19379250.0,47697.0,159996.0,250.0,200.0,6.02,0.0,6.5,1959.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17915,461250.0,2510.0,9650.0,25.0,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17916,972450.0,5021.0,9525.0,50.0,50.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17917,713700.0,2511.0,9525.0,25.0,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17918,831150.0,2511.0,9645.0,25.0,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17919,791550.0,2510.0,10225.0,25.0,25.0,6.02,0.0,6.5,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17923,960967.0,5021.0,8500.0,50.0,50.0,6.02,0.0,6.5,1946.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17924,2901600.0,5021.0,25399.0,50.0,50.0,6.02,0.0,6.5,2005.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17925,675900.0,2569.0,9275.0,25.58,26.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17926,590400.0,2569.0,9275.0,25.58,26.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17927,590400.0,2569.0,9590.0,25.58,26.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17928,140747.0,1530.0,7776.0,15.0,15.0,6.02,0.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17929,658800.0,2821.0,6327.0,30.17,30.0,6.02,0.0,6.5,1932.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17931,1240650.0,2510.0,9525.0,25.0,25.0,6.02,0.0,6.5,1901.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17933,43361550.0,125518.0,413138.0,200.83,200.83,6.02,0.0,6.5,1930.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
17936,36269100.0,125518.0,473324.0,200.83,201.0,6.02,0.0,6.5,1975.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
17937,625500.0,5020.0,10572.0,50.2,20.0,6.0,0.0,6.0,1946.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17938,24905700.0,69289.0,251512.0,365.0,284.0,6.02,0.0,6.5,1981.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17939,6749100.0,13122.0,59671.0,125.0,25.5,7.52,6.0,10.0,1900.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17940,5699250.0,12552.0,69540.0,125.52,125.0,7.52,6.0,10.0,2005.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17941,6514200.0,27614.0,54000.0,50.2,50.2,6.0,0.0,6.0,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
17947,1695600.0,14289.0,56501.0,125.0,100.0,6.0,0.0,6.0,1910.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17950,11222550.0,12552.0,100142.0,125.0,124.5,6.0,0.0,6.0,2013.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17954,179614800.0,94463.0,1082317.0,200.83,200.0,9.0,6.0,9.0,2009.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
17955,7054200.0,52720.0,472000.0,200.83,186.0,7.52,0.0,10.0,1974.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17956,2411550.0,12552.0,30210.0,125.0,125.0,6.02,0.0,6.5,1910.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17957,17400600.0,40175.0,151769.0,175.0,61.0,6.02,0.0,6.5,1977.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17958,2136150.0,10042.0,21100.0,100.0,70.0,0.0,5.0,6.5,1960.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17959,990900.0,2510.0,12500.0,25.0,25.0,0.0,5.0,6.5,1960.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17960,23957550.0,42678.0,195973.0,150.42,150.0,7.52,2.0,10.0,2000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17961,2206800.0,10062.0,35625.0,50.42,50.0,7.52,2.0,10.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
17963,19842750.0,40166.0,228000.0,200.83,201.0,0.0,5.0,6.5,1967.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17964,18594900.0,80332.0,233348.0,400.0,184.0,6.02,0.0,6.5,1976.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17965,40875300.0,40166.0,390953.0,200.83,200.0,6.02,0.0,6.5,2002.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17966,29949300.0,107950.0,490080.0,200.83,200.0,0.0,5.0,6.5,1937.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17967,17869500.0,20443.0,186100.0,175.0,165.0,0.0,5.0,6.5,1984.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17968,1403100.0,6250.0,11200.0,75.0,75.0,7.52,2.0,10.0,1926.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17970,762300.0,5021.0,6070.0,50.0,50.0,0.0,5.0,6.5,1951.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17971,4481550.0,6200.0,45200.0,52.33,52.0,0.0,5.0,6.5,1940.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17972,4627350.0,7300.0,52000.0,72.58,73.0,0.0,5.0,6.5,1912.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17974,312300.0,1508.0,3000.0,20.0,20.0,7.52,2.0,10.0,1951.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
17975,77213250.0,62769.0,986133.0,200.83,160.0,0.0,10.0,10.0,1971.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17977,1048500.0,4100.0,11380.0,25.0,25.0,0.0,5.0,6.5,1927.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17985,107169750.0,100415.0,749133.0,500.0,200.83,6.02,6.0,6.5,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17986,47532150.0,60249.0,360000.0,200.83,201.0,6.02,6.0,6.5,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17987,50103900.0,158000.0,613699.0,197.5,184.67,0.0,5.0,6.5,1968.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
17991,26173350.0,27700.0,351438.0,208.83,209.0,10.0,10.0,10.0,1961.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
17992,459128.0,2110.0,4866.0,21.0,21.0,10.0,10.0,10.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17996,8706150.0,34025.0,211175.0,191.0,180.0,0.0,5.0,0.0,1950.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18000,4034700.0,7531.0,64250.0,75.25,75.0,0.0,5.0,0.0,1922.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18003,472500.0,2500.0,4700.0,25.0,25.0,0.0,5.0,0.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18007,3698550.0,7532.0,52500.0,75.0,75.0,0.0,5.0,0.0,1920.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18012,3704400.0,15900.0,31800.0,125.0,75.0,0.0,5.0,0.0,2006.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18017,419850.0,2500.0,2500.0,25.0,25.0,0.0,5.0,0.0,1955.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18020,806850.0,5508.0,9391.0,50.0,50.0,0.0,5.0,0.0,1940.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18023,1816650.0,6050.0,35069.0,25.0,25.0,0.0,5.0,0.0,1911.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18024,1584000.0,1650.0,8500.0,25.0,25.0,0.0,5.0,0.0,1911.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18025,8072100.0,22150.0,102800.0,200.83,193.0,0.0,5.0,0.0,1946.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18027,1571850.0,7531.0,15062.0,75.0,75.0,0.0,5.0,0.0,1940.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18034,3141000.0,7521.0,23783.0,75.0,75.0,0.0,5.0,0.0,1940.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18035,1548450.0,12552.0,32636.0,125.5,125.0,0.0,5.0,0.0,1925.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18042,1331100.0,10042.0,18417.0,100.0,100.0,0.0,5.0,0.0,1940.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18043,10157400.0,17573.0,103788.0,100.42,100.0,0.0,5.0,0.0,1940.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18050,2334150.0,9050.0,36184.0,40.0,40.0,0.0,5.0,0.0,1946.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
18053,898650.0,2510.0,7175.0,25.0,25.0,0.0,5.0,0.0,1938.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18055,15003450.0,25100.0,121638.0,150.0,150.0,0.0,5.0,0.0,1924.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18058,744300.0,2508.0,10035.0,25.08,25.0,0.0,5.0,0.0,1901.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18060,2564550.0,10042.0,12500.0,100.42,100.0,0.0,5.0,0.0,1950.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18062,1548450.0,10042.0,34823.0,100.0,25.0,0.0,5.0,0.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18065,2769750.0,2500.0,5600.0,25.0,25.0,0.0,5.0,0.0,1940.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18066,22587750.0,253919.0,600.0,461.67,130.0,0.0,0.0,0.0,1940.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18068,24615450.0,30125.0,277600.0,150.0,150.0,0.0,5.0,0.0,1930.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18069,26244450.0,45187.0,387619.0,200.83,201.0,0.0,5.0,0.0,1929.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18073,4581900.0,10800.0,23199.0,150.0,150.0,0.0,2.0,0.0,1927.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18074,4042800.0,26817.0,57805.0,201.0,75.0,0.0,2.0,0.0,1920.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18077,5335650.0,39850.0,79969.0,191.0,124.0,0.0,5.0,6.5,1937.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18078,9791100.0,58375.0,167700.0,262.0,262.0,0.0,5.0,6.5,1940.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18082,1723050.0,2542.0,12707.0,25.42,25.0,10.0,10.0,10.0,1940.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18086,47824650.0,25105.0,547239.0,250.0,250.0,10.0,10.0,10.0,2003.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18090,10360350.0,278775.0,42000.0,358.75,13.0,0.0,2.0,0.0,1968.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18094,12140100.0,398000.0,94500.0,435.58,0.0,0.0,2.0,0.0,1930.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18107,50586300.0,26511.0,408644.0,210.0,205.42,10.0,10.0,10.0,1981.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18108,12491550.0,10945.0,104310.0,109.0,109.0,10.0,10.0,10.0,1923.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18110,29875500.0,9875.0,114022.0,58.33,50.0,10.0,10.0,10.0,1924.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18112,1135350.0,3315.0,8220.0,28.92,28.0,10.0,10.0,10.0,1930.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18113,8595900.0,7800.0,78200.0,87.25,86.0,10.0,10.0,10.0,1905.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18114,22230000.0,11850.0,113736.0,100.0,100.0,10.0,10.0,10.0,1924.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18115,31364568.0,16167.0,199635.0,161.0,0.0,10.0,10.0,10.0,1982.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18117,19317600.0,22847.0,139761.0,114.03,80.0,10.0,10.0,10.0,1965.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18118,34240050.0,16000.0,247176.0,100.42,75.0,10.0,10.0,10.0,1974.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18119,24714451.0,14059.0,169100.0,140.0,140.0,10.0,10.0,10.0,1930.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18122,4603950.0,5127.0,19653.0,87.25,85.0,10.0,10.0,10.0,1930.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18124,87092566.0,50208.0,556414.0,200.83,201.0,10.0,0.0,10.0,1932.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18129,17379000.0,25154.0,249575.0,125.25,125.25,10.0,0.0,10.0,1930.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18130,13557600.0,20059.0,75440.0,200.83,100.0,10.0,0.0,10.0,1914.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18131,2223900.0,4110.0,15920.0,25.0,25.0,10.0,10.0,10.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18132,124973999.0,59822.0,968442.0,232.31,232.0,10.0,10.0,10.0,1970.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18134,85664250.0,30627.0,460000.0,229.0,228.0,10.0,10.0,10.0,2002.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18140,1332000.0,2510.0,9415.0,25.0,25.0,6.02,0.0,6.5,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18141,1315350.0,2510.0,9415.0,25.0,25.0,6.02,0.0,6.5,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18149,1453050.0,3013.0,11440.0,30.0,30.0,6.02,0.0,6.5,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18151,1446750.0,2511.0,10519.0,25.0,19.0,10.0,0.0,10.0,1983.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18153,7574850.0,25117.0,40110.0,200.83,192.0,10.0,10.0,10.0,1974.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18156,19442250.0,28000.0,99875.0,195.0,193.0,6.02,0.0,6.5,1972.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18157,41121900.0,28125.0,400000.0,155.0,155.0,10.0,0.0,10.0,1969.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18158,599400.0,1281.0,7680.0,19.0,19.0,10.0,0.0,10.0,1957.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18159,3889350.0,7155.0,7421.0,67.42,64.0,10.0,0.0,10.0,1920.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
